epoch,loss,lr,val_loss
89,3.2774860301287845e-05,1.5625e-06,8.419364894507453e-05
90,3.5860844946000725e-05,1.5625e-06,8.24315648060292e-05
91,3.389183257240802e-05,1.5625e-06,7.838993769837543e-05
92,3.3737942430889234e-05,1.5625e-06,7.530760194640607e-05
93,3.410790304769762e-05,1.5625e-06,7.029101107036695e-05
94,3.364336953382008e-05,7.8125e-07,8.147898188326508e-05
95,3.39411708409898e-05,7.8125e-07,8.74643083079718e-05
96,3.3235453884117305e-05,7.8125e-07,8.403231913689524e-05
97,3.397898763068952e-05,7.8125e-07,7.429632387356833e-05
98,3.316987931611948e-05,7.8125e-07,8.464699203614146e-05
99,3.212591036572121e-05,7.8125e-07,7.209056639112532e-05
100,3.651151564554311e-05,7.8125e-07,8.733540744287893e-05
101,3.296386785223149e-05,3.90625e-07,8.112183422781527e-05
